Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,total_sales,aver_sales
Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,GC,2003,Misc,Acclaim Entertainment,0.17,0.04,0.0,0.01,0.22,0,0
Deadly Duck,2600,1981,Shooter,20th Century Fox Video Games,0.21,0.01,0.0,0.0,0.22,0,0
Assault,2600,1982,Action,Bomb,0.21,0.01,0.0,0.0,0.22,0,0
Reactor,2600,1981,Action,Parker Bros.,0.21,0.01,0.0,0.0,0.22,0,0
Ys Seven,PSP,2009,Role-Playing,Falcom Corporation,0.14,0.0,0.08,0.01,0.22,0,0
Marvel Super Hero Squad: The Infinity Gauntlet,DS,2010,Action,THQ,0.17,0.03,0.0,0.02,0.22,0,0
Gundam Battle Chronicle,PSP,2007,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,0,0
G-Force,PS3,2009,Action,Disney Interactive Studios,0.13,0.06,0.0,0.03,0.22,0,0
Danball Senki Boost,PSP,2011,Action,Level 5,0.0,0.0,0.22,0.0,0.22,0,0
Kidz Bop Dance Party! The Video Game,Wii,2010,Misc,D3Publisher,0.21,0.0,0.0,0.01,0.22,0,0
Conflict: Vietnam,XB,2004,Shooter,SCi,0.17,0.05,0.0,0.01,0.22,0,0
Whirl Tour,PS2,2002,Sports,Crave Entertainment,0.11,0.09,0.0,0.03,0.22,0,0
Time Crisis: Crisis Zone,PS2,2004,Shooter,Namco Bandai Games,0.11,0.09,0.0,0.03,0.22,0,0
Momotarou Dentetsu 15,PS2,2005,Misc,Hudson Soft,0.0,0.0,0.22,0.0,0.22,0,0
Dark Souls II,XOne,2015,Role-Playing,Namco Bandai Games,0.13,0.07,0.0,0.02,0.22,0,0
Discovery Kids: Dolphin Discovery,DS,2008,Simulation,505 Games,0.21,0.0,0.0,0.01,0.22,0,0
Ben 10 Ultimate Alien: Cosmic Destruction,PS2,2010,Platform,D3Publisher,0.13,0.06,0.0,0.04,0.22,0,0
Hatsune Miku: Project Mirai 2,3DS,2013,Action,Sega,0.0,0.0,0.22,0.0,0.22,0,0
Skies of Arcadia Legends,GC,2002,Role-Playing,Atari,0.17,0.04,0.0,0.01,0.22,0,0
Cloudy With a Chance of Meatballs,DS,2009,Platform,Ubisoft,0.2,0.01,0.0,0.02,0.22,0,0
MotoGP 08,PS2,2008,Racing,Capcom,0.01,0.0,0.0,0.21,0.22,0,0
Madden NFL 12,PSP,2011,Sports,Electronic Arts,0.21,0.0,0.0,0.02,0.22,0,0
Sengoku Basara 3 Utage,PS3,2011,Action,Capcom,0.0,0.0,0.22,0.0,0.22,0,0
Breath of Fire,GBA,2001,Role-Playing,Ubisoft,0.11,0.04,0.06,0.0,0.22,0,0
Ragnarok DS,DS,2008,Role-Playing,GungHo,0.1,0.0,0.11,0.01,0.22,0,0
Ford vs. Chevy,PS2,2005,Racing,Global Star,0.11,0.09,0.0,0.03,0.22,0,0
NCAA Football 2005,GC,2004,Sports,Electronic Arts,0.17,0.04,0.0,0.01,0.22,0,0
Hamtaro: Ham-Ham Games,GBA,2004,Sports,Nintendo,0.16,0.06,0.0,0.0,0.22,0,0
Danny Phantom: The Ultimate Enemy,GBA,2005,Action,THQ,0.16,0.06,0.0,0.0,0.22,0,0
Petz Rescue: Endangered Paradise,DS,2008,Adventure,Ubisoft,0.21,0.0,0.0,0.02,0.22,0,0
MotoGP 09/10,PS3,2010,Racing,Capcom,0.05,0.13,0.0,0.04,0.22,0,0
Rune Factory: Tides of Destiny,PS3,2011,Role-Playing,Marvelous Interactive,0.14,0.0,0.07,0.01,0.22,0,0
A Boy and His Blob,Wii,2009,Platform,Majesco Entertainment,0.19,0.02,0.0,0.02,0.22,0,0
Battleborn,PS4,2016,Shooter,Take-Two Interactive,0.09,0.08,0.01,0.04,0.22,0,0
Atelier Escha & Logy: Alchemists of the Dusk Sky,PS3,2013,Role-Playing,Tecmo Koei,0.06,0.04,0.1,0.02,0.22,0,0
Hidden Mysteries: Buckingham Palace,DS,2010,Puzzle,Avanquest,0.13,0.07,0.0,0.02,0.22,0,0
Crazy Climber,2600,1981,Action,Atari,0.21,0.01,0.0,0.0,0.22,0,0
Super Adventure Island,SNES,1992,Platform,Hudson Soft,0.0,0.0,0.22,0.0,0.22,0,0
Bust-A-Move 4,PS,1998,Puzzle,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.22,0,0
The Legend of Spyro: The Eternal Night,Wii,2007,Platform,Vivendi Games,0.18,0.02,0.0,0.02,0.22,0,0
NFL Quarterback Club 97,PS,1996,Sports,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.22,0,0
Rampage: Total Destruction,Wii,2006,Action,Midway Games,0.19,0.01,0.0,0.02,0.22,0,0
Galactic Wrestling: Featuring Ultimate Muscle,PS2,2004,Fighting,Namco Bandai Games,0.03,0.02,0.17,0.01,0.22,0,0
Petz: Horse Club,Wii,2008,Misc,Ubisoft,0.2,0.0,0.0,0.02,0.22,0,0
Dino Stalker,PS2,2002,Shooter,Capcom,0.07,0.06,0.08,0.02,0.22,0,0
Rapala's Fishing Frenzy,Wii,2008,Sports,Activision,0.2,0.0,0.0,0.02,0.22,0,0
Mobile Suit Gundam Seed,PS2,2003,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,0,0
Shinobi,3DS,2011,Platform,Sega,0.14,0.07,0.0,0.02,0.22,0,0
Puss in Boots,Wii,2011,Action,THQ,0.19,0.01,0.0,0.01,0.22,0,0
Tony Hawk's Downhill Jam,DS,2006,Sports,Activision,0.2,0.0,0.0,0.02,0.22,0,0
Mega Man Zero 3,GBA,2004,Platform,Capcom,0.16,0.06,0.0,0.0,0.22,0,0
LEGO The Lord of the Rings,PC,2012,Action,Warner Bros. Interactive Entertainment,0.07,0.13,0.0,0.03,0.22,0,0
Hitman: HD Trilogy,PS3,2013,Action,Square Enix,0.07,0.1,0.0,0.04,0.22,0,0
Aliens vs Predator: Requiem,PSP,2007,Action,Vivendi Games,0.03,0.12,0.0,0.07,0.22,0,0
Castlevania: Lords of Shadow 2,PS3,2014,Action,Konami Digital Entertainment,0.03,0.13,0.02,0.04,0.22,0,0
Barbie: Groom and Glam Pups,Wii,2010,Action,THQ,0.19,0.02,0.0,0.01,0.22,0,0
KORG DS-10 Synthesizer,DS,2008,Misc,AQ Interactive,0.2,0.01,0.0,0.02,0.22,0,0
Tenchu: Shadow Assassins,Wii,2008,Action,Ubisoft,0.16,0.01,0.03,0.02,0.22,0,0
Barbie Super Sports,PS,1999,Sports,Mattel Interactive,0.12,0.08,0.0,0.01,0.22,0,0
CSI: Fatal Conspiracy,Wii,2010,Adventure,Ubisoft,0.12,0.08,0.0,0.02,0.22,0,0
Jackass the Game,PSP,2007,Action,Empire Interactive,0.09,0.08,0.0,0.05,0.22,0,0
The Legend of Heroes: Trails of Cold Steel,PS3,2013,Role-Playing,Nippon Ichi Software,0.05,0.04,0.12,0.02,0.22,0,0
Tom Clancy's Rainbow Six: Siege,PC,2015,Shooter,Ubisoft,0.12,0.08,0.0,0.02,0.22,0,0
Dungeon Hunter Alliance,PSV,2012,Action,Ubisoft,0.09,0.1,0.0,0.04,0.22,0,0
Duel Masters: Kaijudo Showdown,GBA,2004,Misc,Atari,0.16,0.06,0.0,0.0,0.22,0,0
Imagine: Boutique Owner,DS,2009,Simulation,Ubisoft,0.2,0.0,0.0,0.02,0.22,0,0
The Walking Dead: Season Two,PS3,2014,Adventure,Telltale Games,0.09,0.09,0.0,0.04,0.22,0,0
The Lord of the Rings: The Third Age,GBA,2004,Role-Playing,Electronic Arts,0.16,0.06,0.0,0.0,0.22,0,0
Cursed Mountain,Wii,2009,Adventure,Deep Silver,0.09,0.1,0.0,0.02,0.22,0,0
The Suffering,XB,2004,Action,Midway Games,0.16,0.05,0.0,0.01,0.22,0,0
Dragon Quest Builders: Revive Alefgard,PS4,2016,Role-Playing,Square Enix,0.0,0.0,0.22,0.0,0.22,0,0
Tetris Worlds,GC,2002,Puzzle,THQ,0.17,0.04,0.0,0.01,0.22,0,0
Teenage Mutant Ninja Turtles: Danger of the Ooze,X360,2014,Adventure,Activision,0.11,0.09,0.0,0.02,0.22,0,0
ECW Hardcore Revolution,N64,2000,Fighting,Acclaim Entertainment,0.18,0.04,0.0,0.0,0.22,0,0
Mega Man 64,N64,2000,Action,Capcom,0.14,0.03,0.05,0.0,0.22,0,0
Chou-Kuukan Night Pro Yakyuu King(higher JP sales),N64,1996,Sports,Imagineer,0.0,0.0,0.22,0.0,0.22,0,0
Rampage 2: Universal Tour,N64,1999,Action,GT Interactive,0.18,0.04,0.0,0.0,0.22,0,0
Ms. Pac-Man: Maze Madness,N64,2000,Puzzle,Namco Bandai Games,0.18,0.04,0.0,0.0,0.22,0,0
Tales of Graces,Wii,2009,Role-Playing,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,0,0
Age of Empires: Mythologies,DS,2008,Strategy,THQ,0.17,0.03,0.0,0.02,0.22,0,0
Viewtiful Joe 2,GC,2004,Action,Capcom,0.17,0.04,0.0,0.01,0.22,0,0
Where's Waldo? The Fantastic Journey,DS,2009,Adventure,Ubisoft,0.2,0.0,0.0,0.02,0.22,0,0
ATV Quad Kings,Wii,2009,Racing,Zoo Digital Publishing,0.21,0.0,0.0,0.01,0.22,0,0
Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,PS2,2002,Misc,Acclaim Entertainment,0.11,0.08,0.0,0.03,0.22,0,0
Jewel Quest: Expeditions,DS,2007,Puzzle,Avanquest,0.03,0.18,0.0,0.01,0.22,0,0
NBA Jam Extreme,PS,1996,Sports,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.22,0,0
Dragon Ball: Origins (JP & incomplete US sales),DS,2008,Adventure,Atari,0.04,0.0,0.17,0.0,0.22,0,0
Touch the Dead,DS,2007,Shooter,Eidos Interactive,0.2,0.0,0.0,0.02,0.22,0,0
Tropico 3,X360,2009,Strategy,Kalypso Media,0.15,0.02,0.03,0.02,0.22,0,0
Nickelodeon Party Blast,XB,2002,Misc,Infogrames,0.16,0.05,0.0,0.01,0.22,0,0
Ben 10 Alien Force: Vilgax Attacks,X360,2009,Action,D3Publisher,0.11,0.09,0.0,0.02,0.22,0,0
NHL Championship 2000,PS,1998,Sports,Fox Interactive,0.12,0.08,0.0,0.01,0.22,0,0
G.I. Joe: The Rise of Cobra,Wii,2009,Action,Electronic Arts,0.17,0.03,0.0,0.02,0.22,0,0
Shellshock: Nam '67,XB,2004,Shooter,Eidos Interactive,0.16,0.05,0.0,0.01,0.22,0,0
Hunted: The Demon's Forge,X360,2011,Action,Bethesda Softworks,0.13,0.07,0.0,0.02,0.22,0,0
Kartia: The Word of Fate,PS,1998,Strategy,Konami Digital Entertainment,0.05,0.03,0.12,0.01,0.22,0,0
Tales of Berseria,PS4,2016,Role-Playing,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,0,0
All-Star Baseball 2002,GC,2001,Sports,Acclaim Entertainment,0.17,0.04,0.0,0.01,0.22,0,0
Magna Carta: Tears of Blood,PS2,2004,Role-Playing,505 Games,0.11,0.08,0.0,0.03,0.22,0,0
Lethal Skies Elite Pilot: Team SW,PS2,2001,Simulation,Sammy Corporation,0.11,0.08,0.0,0.03,0.22,0,0
Capcom vs. SNK,DC,2000,Fighting,Virgin Interactive,0.0,0.0,0.22,0.0,0.22,0,0
NBA Live 09 All-Play,Wii,2008,Sports,Electronic Arts,0.19,0.01,0.0,0.02,0.22,0,0
Infinite Space,DS,2009,Role-Playing,Sega,0.07,0.06,0.07,0.01,0.22,0,0
Yoostar2,X360,2011,Misc,Unknown,0.11,0.09,0.0,0.02,0.22,0,0
Transformers: Devastation,PS4,2015,Action,Activision,0.1,0.08,0.0,0.04,0.22,0,0
Tamagotchi no KiraKira Omisecchi,DS,2008,Misc,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,0,0
From Russia With Love,GC,2005,Action,Electronic Arts,0.17,0.04,0.0,0.01,0.22,0,0
You Don't Know Jack,Wii,2011,Misc,THQ,0.2,0.0,0.0,0.01,0.22,0,0
Just Dance 2016,PS3,2015,Misc,Ubisoft,0.1,0.08,0.0,0.04,0.22,0,0
Pinball Hall of Fame: The Williams Collection,PS3,2009,Misc,Crave Entertainment,0.2,0.0,0.0,0.02,0.22,0,0
Guitar Hero: Smash Hits,PS2,2009,Misc,Activision,0.11,0.01,0.0,0.1,0.22,0,0
NFL Quarterback Club 2002,PS2,2001,Sports,Acclaim Entertainment,0.11,0.08,0.0,0.03,0.22,0,0
Kirby's Star Stacker,GB,1997,Puzzle,Nintendo,0.0,0.0,0.22,0.0,0.22,0,0
NCAA Basketball 09,X360,2008,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.22,0,0
Full Auto,X360,2006,Shooter,Sega,0.19,0.01,0.0,0.02,0.22,0,0
Dead Island,PC,2011,Action,Deep Silver,0.12,0.07,0.0,0.03,0.22,0,0
Growlanser: Heritage of War,PS2,2006,Role-Playing,Rising Star Games,0.11,0.08,0.0,0.03,0.22,0,0
Hasbro Family Game Night,DS,2009,Puzzle,Electronic Arts,0.01,0.19,0.0,0.02,0.22,0,0
Shin Megami Tensei x Fire Emblem,WiiU,2015,Role-Playing,Nintendo,0.1,0.04,0.06,0.01,0.22,0,0
Rugby 2004,PS2,2003,Sports,Electronic Arts,0.11,0.08,0.0,0.03,0.22,0,0
Disney's Magical Quest Starring Mickey and Minnie,GBA,2002,Action,Nintendo,0.16,0.06,0.0,0.0,0.22,0,0
Spirit Camera: The Cursed Memoir,3DS,2012,Adventure,Nintendo,0.12,0.02,0.06,0.01,0.22,0,0
NBA 06,PSP,2005,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.22,0,0
Naruto: Ninja Council,GBA,2003,Action,Tomy Corporation,0.16,0.06,0.0,0.0,0.22,0,0
Shin Megami Tensei: Persona,PSP,2009,Role-Playing,Atlus,0.08,0.0,0.13,0.01,0.22,0,0
DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,DS,2007,Adventure,Tecmo Koei,0.0,0.0,0.22,0.0,0.22,0,0
Wreckless: ThE YaKuza MisSiOns,PS2,2002,Racing,Activision,0.11,0.08,0.0,0.03,0.22,0,0
Madden NFL 07,DS,2006,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.22,0,0
Jikkyou Powerful Major League,PS2,2006,Sports,Konami Digital Entertainment,0.0,0.0,0.22,0.0,0.22,0,0
NFL 2K3,GC,2002,Sports,Sega,0.17,0.04,0.0,0.01,0.22,0,0
Darksiders II,PS4,2015,Action,Nordic Games,0.09,0.1,0.0,0.04,0.22,0,0
Saltwater Sportfishing,PS,2001,Sports,Take-Two Interactive,0.12,0.08,0.0,0.01,0.22,0,0
Yoshi Touch & Go (JP sales),DS,2005,Platform,Nintendo,0.0,0.0,0.22,0.0,0.22,0,0
Samurai Jack: The Amulet of Time,GBA,2003,Platform,Zoo Digital Publishing,0.16,0.06,0.0,0.0,0.22,0,0
Pass the Pigs,DS,2008,Misc,THQ,0.2,0.0,0.0,0.02,0.22,0,0
J-League Winning Eleven 2008: Club Championship,PS2,2008,Sports,Konami Digital Entertainment,0.0,0.0,0.22,0.0,0.22,0,0
Jackie Chan: Stuntmaster,PS,1999,Action,Sony Computer Entertainment,0.12,0.08,0.0,0.01,0.22,0,0
Sports Car GT,PS,1999,Racing,Electronic Arts,0.12,0.08,0.0,0.01,0.22,0,0
Lost Planet 3,PS3,2013,Shooter,Capcom,0.07,0.06,0.06,0.03,0.22,0,0
Order Up!,Wii,2008,Misc,Zoo Digital Publishing,0.19,0.01,0.0,0.02,0.22,0,0
Code Name: S.T.E.A.M.,3DS,2015,Strategy,Nintendo,0.14,0.05,0.01,0.02,0.22,0,0
SBK X: Superbike World Championship,PS3,2010,Racing,Black Bean Games,0.05,0.13,0.0,0.04,0.22,0,0
NBA Live 14,PS4,2013,Sports,Electronic Arts,0.14,0.05,0.0,0.03,0.22,0,0
Scooby-Doo! Mystery Mayhem,GC,2004,Action,THQ,0.17,0.04,0.0,0.01,0.22,0,0
Kanzen Chuuki Pro Yakyuu Greatest Nine,SAT,1995,Sports,Sega,0.0,0.0,0.22,0.0,0.22,0,0
American Idol,GBA,2003,Misc,Codemasters,0.15,0.06,0.0,0.0,0.22,0,0
Summer Athletics: The Ultimate Challenge (Others sales),Wii,2008,Sports,DTP Entertainment,0.0,0.2,0.0,0.01,0.22,0,0
Britney's Dance Beat,GBA,2002,Misc,THQ,0.15,0.06,0.0,0.0,0.22,0,0
Shrek SuperSlam,GC,2005,Action,Activision,0.17,0.04,0.0,0.01,0.22,0,0
Sniper: Ghost Warrior 2,X360,2013,Shooter,City Interactive,0.06,0.13,0.0,0.02,0.22,0,0
Over G Fighters,X360,2006,Simulation,Ubisoft,0.19,0.01,0.0,0.02,0.22,0,0
Sailor Moon,SNES,1993,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,0,0
Apache: Air Assault,PS3,2010,Simulation,Activision,0.11,0.07,0.0,0.03,0.22,0,0
One Piece: Pirate Warriors 3,PSV,2015,Action,Namco Bandai Games,0.0,0.07,0.13,0.02,0.22,0,0
Herdy Gerdy,PS2,2002,Adventure,Eidos Interactive,0.11,0.08,0.0,0.03,0.22,0,0
Armored Core V,X360,2012,Simulation,Namco Bandai Games,0.13,0.03,0.04,0.01,0.22,0,0
EVE Online,PC,2003,Role-Playing,CCP,0.0,0.19,0.0,0.02,0.22,0,0
Digimon World Re:Digitize,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,0,0
Ninja Gaiden: Dragon Sword,DS,2008,Action,Tecmo Koei,0.17,0.02,0.02,0.02,0.22,0,0
Ride,PS4,2015,Racing,Milestone S.r.l.,0.03,0.13,0.03,0.03,0.22,0,0
Blue Dragon Plus,DS,2008,Role-Playing,Ignition Entertainment,0.12,0.04,0.05,0.01,0.22,0,0
Lords of the Fallen,XOne,2014,Role-Playing,Square Enix,0.1,0.1,0.0,0.02,0.22,0,0
NBA in the Zone 2000,PS,2000,Sports,Konami Digital Entertainment,0.12,0.08,0.0,0.01,0.21,0,0
Dark Summit,PS2,2001,Sports,THQ,0.11,0.08,0.0,0.03,0.21,0,0
Afrika,PS3,2008,Adventure,Unknown,0.12,0.0,0.08,0.01,0.21,0,0
Cabela's Big Game Hunter: Ultimate Challenge,PS,2001,Sports,Activision Value,0.12,0.08,0.0,0.01,0.21,0,0
The Legend of Heroes: Trails in the Sky First Chapter,PSP,2006,Role-Playing,Ghostlight,0.1,0.03,0.06,0.03,0.21,0,0
Are You Smarter Than a 5th Grader? Back to School,Wii,2010,Misc,Nintendo,0.2,0.0,0.0,0.02,0.21,0,0
Steins;Gate,PSV,2013,Adventure,PQube,0.07,0.09,0.0,0.05,0.21,0,0
The Dukes of Hazzard: Return of the General Lee,PS2,2004,Racing,Ubisoft,0.11,0.08,0.0,0.03,0.21,0,0
Pandemonium!,PS,1996,Platform,BMG Interactive Entertainment,0.12,0.08,0.0,0.01,0.21,0,0
SingStar: Back to the 80s,PS3,2011,Misc,Sony Computer Entertainment,0.0,0.16,0.0,0.05,0.21,0,0
Namco Museum: 50th Anniversary,GC,2005,Misc,Namco Bandai Games,0.17,0.04,0.0,0.01,0.21,0,0
Crash 'N' Burn,PS2,2004,Racing,Eidos Interactive,0.11,0.08,0.0,0.03,0.21,0,0
NBA,PSP,2005,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.21,0,0
Teenage Mutant Ninja Turtles: Smash-Up,PS2,2009,Fighting,Ubisoft,0.11,0.08,0.0,0.03,0.21,0,0
Pro Yakyuu Greatest Nine '97,SAT,1997,Sports,Sega,0.0,0.0,0.21,0.0,0.21,0,0
Transformers: Dark of the Moon,3DS,2011,Action,Activision,0.16,0.04,0.0,0.02,0.21,0,0
Final Fantasy Fables: Chocobo's Dungeon,Wii,2007,Role-Playing,Square Enix,0.09,0.0,0.11,0.01,0.21,0,0
Lunar: Silver Star Story Complete,SAT,1997,Role-Playing,Kadokawa Shoten,0.0,0.0,0.21,0.0,0.21,0,0
Dorabase DS: Dramatic Stadium,DS,2007,Sports,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,0,0
Disaster Report,PS2,2002,Action,Agetec,0.03,0.02,0.15,0.01,0.21,0,0
EVE: burst error,SAT,1997,Adventure,Imagineer,0.0,0.0,0.21,0.0,0.21,0,0
We Sing Robbie Williams,Wii,2010,Misc,Nordic Games,0.0,0.19,0.0,0.03,0.21,0,0
Backyard NFL Football '09,Wii,2008,Sports,Atari,0.2,0.0,0.0,0.02,0.21,0,0
Pro Evolution Soccer 2012,Wii,2011,Action,Konami Digital Entertainment,0.08,0.08,0.03,0.02,0.21,0,0
Akiba's Trip: Undead & Undressed,PSV,2013,Action,Nippon Ichi Software,0.09,0.02,0.08,0.03,0.21,0,0
Speed Racer: The Videogame,PS2,2008,Racing,Warner Bros. Interactive Entertainment,0.1,0.08,0.0,0.03,0.21,0,0
College Hoops 2K7,X360,2006,Sports,Take-Two Interactive,0.2,0.0,0.0,0.02,0.21,0,0
The Amazing Spider-Man 2 (2014),XOne,2014,Action,Activision,0.12,0.07,0.0,0.02,0.21,0,0
Big League Sports,X360,2011,Sports,Activision,0.18,0.02,0.0,0.01,0.21,0,0
Bratz: Forever Diamondz,GC,2006,Adventure,THQ,0.17,0.04,0.0,0.01,0.21,0,0
WCW Backstage Assault,PS,1999,Action,Electronic Arts,0.12,0.08,0.0,0.01,0.21,0,0
UFC Undisputed 2010,PSP,2010,Fighting,THQ,0.11,0.07,0.0,0.04,0.21,0,0
Baja: Edge of Control,PS3,2008,Racing,THQ,0.1,0.08,0.0,0.04,0.21,0,0
Wild Wild Racing,PS2,2000,Racing,Interplay,0.1,0.08,0.0,0.03,0.21,0,0
Magician's Quest: Town of Magic,3DS,2012,Simulation,Konami Digital Entertainment,0.0,0.0,0.21,0.0,0.21,0,0
The Bard's Tale,PS2,2004,Role-Playing,Ubisoft,0.1,0.08,0.0,0.03,0.21,0,0
NCAA March Madness 08,X360,2007,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,0,0
Momotarou Dentetsu 16,PS2,2006,Misc,Hudson Soft,0.0,0.0,0.21,0.0,0.21,0,0
Robotech: The Macross Saga,GBA,2002,Shooter,TDK Mediactive,0.15,0.06,0.0,0.0,0.21,0,0
MTV Celebrity Deathmatch,XB,2003,Fighting,Gotham Games,0.16,0.05,0.0,0.01,0.21,0,0
Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,PS3,2010,Action,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,0,0
Conflict Zone,PS2,2002,Strategy,Ubisoft,0.1,0.08,0.0,0.03,0.21,0,0
Tony Hawk's American Sk8land,DS,2005,Sports,Activision,0.19,0.01,0.0,0.02,0.21,0,0
de Blob 2,PS3,2011,Platform,THQ,0.11,0.07,0.0,0.03,0.21,0,0
The BIGS 2,X360,2009,Sports,Take-Two Interactive,0.19,0.01,0.0,0.02,0.21,0,0
BloodRayne,XB,2002,Shooter,Universal Interactive,0.16,0.05,0.0,0.01,0.21,0,0
Hannah Montana: The Movie,X360,2009,Adventure,Disney Interactive Studios,0.14,0.06,0.0,0.02,0.21,0,0
50 Cent: Blood on the Sand,X360,2009,Shooter,THQ,0.12,0.07,0.0,0.02,0.21,0,0
Bratz: Girlz Really Rock,Wii,2008,Action,THQ,0.19,0.0,0.0,0.02,0.21,0,0
NHL 2K6,XB,2005,Sports,Take-Two Interactive,0.16,0.05,0.0,0.01,0.21,0,0
Tenchu: Return From Darkness,XB,2004,Action,Activision,0.16,0.05,0.0,0.01,0.21,0,0
World Poker Tour,PS2,2005,Misc,Take-Two Interactive,0.1,0.08,0.0,0.03,0.21,0,0
Prison Break: The Conspiracy,X360,2010,Action,Deep Silver,0.07,0.12,0.0,0.02,0.21,0,0
Neo Contra,PS2,2004,Shooter,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.21,0,0
MVP Baseball,PSP,2005,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21,0,0
GRID Autosport,PS3,2014,Racing,Codemasters,0.05,0.11,0.01,0.04,0.21,0,0
RealSports Baseball,2600,1981,Sports,Atari,0.2,0.01,0.0,0.0,0.21,0,0
Now! That's What I Call Music: Dance & Sing,Wii,2011,Misc,Unknown,0.0,0.18,0.0,0.04,0.21,0,0
Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,DS,2011,Strategy,Konami Digital Entertainment,0.1,0.03,0.07,0.01,0.21,0,0
Metal Gear Solid V: The Phantom Pain,X360,2015,Action,Konami Digital Entertainment,0.12,0.08,0.0,0.02,0.21,0,0
Hasbro Family Game Night 3,X360,2010,Misc,Electronic Arts,0.17,0.03,0.0,0.01,0.21,0,0
G.I. Joe: The Rise of Cobra,PS3,2009,Action,Electronic Arts,0.11,0.07,0.0,0.03,0.21,0,0
Rayman Raving Rabbids,X360,2007,Misc,Ubisoft,0.18,0.01,0.0,0.02,0.21,0,0
Viewtiful Joe 2,PS2,2004,Action,Capcom,0.1,0.08,0.0,0.03,0.21,0,0
Quake III: Revolution,PS2,2001,Shooter,Electronic Arts,0.1,0.08,0.0,0.03,0.21,0,0
Pac-Man World 3,PS2,2005,Platform,Namco Bandai Games,0.1,0.08,0.0,0.03,0.21,0,0
Naruto: Clash of Ninja (JP sales),GC,2003,Fighting,Tomy Corporation,0.0,0.0,0.21,0.01,0.21,0,0
NOëL: NOT DiGITAL,PS,1996,Adventure,Pioneer LDC,0.0,0.0,0.2,0.01,0.21,0,0
Transformer: Rise of the Dark Spark,PS4,2014,Action,Activision,0.07,0.1,0.01,0.04,0.21,0,0
Dragon Ball Z Hyper Dimension,SNES,1995,Fighting,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,0,0
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,Wii,2009,Adventure,GSP,0.12,0.07,0.0,0.02,0.21,0,0
Senran Kagura 2: Deep Crimson,3DS,2014,Action,Marvelous Entertainment,0.09,0.03,0.08,0.01,0.21,0,0
Marvel Super Hero Squad,PSP,2009,Fighting,THQ,0.17,0.02,0.0,0.02,0.21,0,0
The Chronicles of Narnia: Prince Caspian,DS,2008,Action,Disney Interactive Studios,0.19,0.01,0.0,0.02,0.21,0,0
Champion Jockey: G1 Jockey & Gallop Racer,PS3,2011,Sports,Tecmo Koei,0.06,0.05,0.08,0.02,0.21,0,0
HBO Boxing,PS,2000,Fighting,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.21,0,0
Yoga Wii,Wii,2009,Sports,JoWood Productions,0.15,0.05,0.0,0.02,0.21,0,0
Darkwatch,XB,2005,Shooter,Ubisoft,0.16,0.05,0.0,0.01,0.21,0,0
Cabela's Survival: Shadows of Katmai,Wii,2011,Sports,Activision,0.15,0.05,0.0,0.02,0.21,0,0
Prince of Persia: Revelations,PSP,2005,Adventure,Ubisoft,0.18,0.01,0.0,0.02,0.21,0,0
Bass Pro Shops: The Strike,X360,2009,Sports,XS Games,0.2,0.0,0.0,0.02,0.21,0,0
Front Mission 5: Scars of the War,PS2,2005,Strategy,Square Enix,0.0,0.0,0.21,0.0,0.21,0,0
Maximo vs Army of Zin,PS2,2003,Platform,Capcom,0.1,0.08,0.0,0.03,0.21,0,0
The Fairly OddParents: Breakin' Da Rules,GC,2003,Platform,THQ,0.16,0.04,0.0,0.01,0.21,0,0
Namco Museum Megamix,Wii,2010,Misc,Namco Bandai Games,0.2,0.0,0.0,0.01,0.21,0,0
Wedding Dash,DS,2009,Action,Zoo Games,0.2,0.0,0.0,0.01,0.21,0,0
